TrialNumber,right,left,leftmoney,rightmoney,WTP_ITI
28,Order takeout from my favorite restaurant ,Have a picnic at sunset with my Fiance,0.03,0.01,3.3
29,Lay in a hammock in a forest while listening to music,Watch a movie with my fiance at night,0.04,0.01,4.4
30,Go shopping at a craft store to find new hobbies,Watch a movie with my fiance at night,0.05,0.01,8.8
31,Lay in a hammock in a forest while listening to music,Travel with my family to new cities and countries ,0.01,0.02,8.8
32,Spend the day at the beach relaxing with the ocean sounds,Go on car rides listening to music with my fiance,0.02,0.02,1.1
33,Blast music and scream the lyrics in the shower,Watch a movie with my fiance at night,0.03,0.02,4.4
34,Go shopping at a craft store to find new hobbies,Go roller skating with friends,0.04,0.02,3.3
35,Get a luxury spa treatment and massage,Take my fiance on a trip to Disney World ,0.05,0.02,1.1
36,Blast music and scream the lyrics in the shower,Take my fiance on a trip to Disney World ,0.01,0.03,3.3
37,Get a luxury spa treatment and massage,Go roller skating with friends,0.02,0.03,1.1
38,Make triple chocolate cookies after a bad day,Travel with my family to new cities and countries ,0.03,0.03,1.1
39,Make triple chocolate cookies after a bad day,Go to a museum with my friends and fiance,0.04,0.03,3.3
40,Blast music and scream the lyrics in the shower,Play video games with my Fiance,0.05,0.03,4.4
41,Order takeout from my favorite restaurant ,Travel with my family to new cities and countries ,0.01,0.04,1.1
42,Lay in a hammock in a forest while listening to music,Have a picnic at sunset with my Fiance,0.02,0.04,3.3
43,Go shopping at a craft store to find new hobbies,Travel with my family to new cities and countries ,0.03,0.04,1.1
44,Paint while listening to music or a podcast,Go on car rides listening to music with my fiance,0.04,0.04,1.1
45,Blast music and scream the lyrics in the shower,Paint with a twist with family,0.05,0.04,4.4
46,Make triple chocolate cookies after a bad day,Take my fiance on a trip to Disney World ,0.01,0.05,8.8
47,put on a new show or movie when its raining,Play video games with my Fiance,0.02,0.05,1.1
48,Get a luxury spa treatment and massage,Paint with a twist with family,0.03,0.05,4.4
49,put on a new show or movie when its raining,Join a volleyball group with friends,0.04,0.05,3.3
50,Get a luxury spa treatment and massage,Watch a movie with my fiance at night,0.05,0.05,1.1
51,Blast music and scream the lyrics in the shower,Travel with my family to new cities and countries ,0.01,0.01,1.1
52,Go shopping at a craft store to find new hobbies,Take my fiance on a trip to Disney World ,0.02,0.01,3.3
53,Lay in a hammock in a forest while listening to music,Go to a museum with my friends and fiance,0.03,0.01,1.1
54,Get a luxury spa treatment and massage,Play video games with my Fiance,0.04,0.01,4.4
55,Take a warm shower and then take a nap after a long walk in the sun,Have a picnic at sunset with my Fiance,0.05,0.01,1.1
56,Make triple chocolate cookies after a bad day,Go roller skating with friends,0.01,0.02,8.8
57,Lay in a hammock in a forest while listening to music,Go on car rides listening to music with my fiance,0.02,0.02,4.4
58,Go shopping at a craft store to find new hobbies,Go to a museum with my friends and fiance,0.03,0.02,4.4
59,Spend the day at the beach relaxing with the ocean sounds,Go roller skating with friends,0.04,0.02,4.4
60,Take a warm shower and then take a nap after a long walk in the sun,Travel with my family to new cities and countries ,0.05,0.02,1.1
61,Take a warm shower and then take a nap after a long walk in the sun,Play video games with my Fiance,0.01,0.03,3.3
62,Spend the day at the beach relaxing with the ocean sounds,Watch a movie with my fiance at night,0.02,0.03,3.3
63,Blast music and scream the lyrics in the shower,Have a picnic at sunset with my Fiance,0.03,0.03,3.3
64,Blast music and scream the lyrics in the shower,Go roller skating with friends,0.04,0.03,1.1
65,Make triple chocolate cookies after a bad day,Play video games with my Fiance,0.05,0.03,1.1
66,Lay in a hammock in a forest while listening to music,Paint with a twist with family,0.01,0.04,1.1
67,Paint while listening to music or a podcast,Go to a museum with my friends and fiance,0.02,0.04,8.8
68,Paint while listening to music or a podcast,Play video games with my Fiance,0.03,0.04,4.4
69,Spend the day at the beach relaxing with the ocean sounds,Have a picnic at sunset with my Fiance,0.04,0.04,1.1
70,Make triple chocolate cookies after a bad day,Paint with a twist with family,0.05,0.04,1.1
71,Paint while listening to music or a podcast,Join a volleyball group with friends,0.01,0.05,3.3
72,Get a luxury spa treatment and massage,Go to a museum with my friends and fiance,0.02,0.05,8.8
73,put on a new show or movie when its raining,Go to a museum with my friends and fiance,0.03,0.05,3.3
74,Get a luxury spa treatment and massage,Travel with my family to new cities and countries ,0.04,0.05,4.4
75,Spend the day at the beach relaxing with the ocean sounds,Take my fiance on a trip to Disney World ,0.05,0.05,3.3
76,Get a luxury spa treatment and massage,Go on car rides listening to music with my fiance,0.01,0.01,1.1
77,Take a warm shower and then take a nap after a long walk in the sun,Go to a museum with my friends and fiance,0.02,0.01,8.8
78,put on a new show or movie when its raining,Watch a movie with my fiance at night,0.03,0.01,1.1
79,put on a new show or movie when its raining,Have a picnic at sunset with my Fiance,0.04,0.01,1.1
80,Lay in a hammock in a forest while listening to music,Take my fiance on a trip to Disney World ,0.05,0.01,4.4
81,Spend the day at the beach relaxing with the ocean sounds,Play video games with my Fiance,0.01,0.02,3.3
82,Order takeout from my favorite restaurant ,Watch a movie with my fiance at night,0.02,0.02,4.4
83,Paint while listening to music or a podcast,Travel with my family to new cities and countries ,0.03,0.02,1.1
84,Paint while listening to music or a podcast,Paint with a twist with family,0.04,0.02,3.3
85,Go shopping at a craft store to find new hobbies,Join a volleyball group with friends,0.05,0.02,3.3
86,put on a new show or movie when its raining,Go on car rides listening to music with my fiance,0.01,0.03,1.1
87,Spend the day at the beach relaxing with the ocean sounds,Go to a museum with my friends and fiance,0.02,0.03,4.4
88,Order takeout from my favorite restaurant ,Take my fiance on a trip to Disney World ,0.03,0.03,1.1
89,Take a warm shower and then take a nap after a long walk in the sun,Go on car rides listening to music with my fiance,0.04,0.03,3.3
90,Take a warm shower and then take a nap after a long walk in the sun,Watch a movie with my fiance at night,0.05,0.03,8.8
91,Make triple chocolate cookies after a bad day,Have a picnic at sunset with my Fiance,0.01,0.04,3.3
92,Spend the day at the beach relaxing with the ocean sounds,Paint with a twist with family,0.02,0.04,8.8
93,Take a warm shower and then take a nap after a long walk in the sun,Take my fiance on a trip to Disney World ,0.03,0.04,1.1
94,Order takeout from my favorite restaurant ,Paint with a twist with family,0.04,0.04,4.4
95,Paint while listening to music or a podcast,Go roller skating with friends,0.05,0.04,4.4
96,Spend the day at the beach relaxing with the ocean sounds,Join a volleyball group with friends,0.01,0.05,3.3
97,Go shopping at a craft store to find new hobbies,Have a picnic at sunset with my Fiance,0.02,0.05,1.1
98,put on a new show or movie when its raining,Go roller skating with friends,0.03,0.05,1.1
99,Take a warm shower and then take a nap after a long walk in the sun,Join a volleyball group with friends,0.04,0.05,3.3
100,Order takeout from my favorite restaurant ,Go roller skating with friends,0.05,0.05,4.4
