TrialNumber,right,left,leftmoney,rightmoney,WTP_ITI
25,Cook a new recipe in my kitchen on a lazy Sunday,Have brunch with my coworkers on Saturday mornings at a local cafe,0.05,0.05,3.3
26,Watch nature documentaries in my living room on a rainy day,Go to the beach with family on sunny summer days,0.01,0.01,4.4
27,Watch nature documentaries in my living room on a rainy day,Have brunch with my coworkers on Saturday mornings at a local cafe,0.02,0.01,3.3
28,Hike in the forest on a cool early morning,Have brunch with my coworkers on Saturday mornings at a local cafe,0.03,0.01,3.3
29,Stargaze from my rooftop on a clear warm night,Go to the beach with family on sunny summer days,0.04,0.01,4.4
30,Hike in the forest on a cool early morning,Play board games with my partner on rainy Sunday afternoons,0.05,0.01,8.8
31,Write poetry in my journal at a cozy cafe,Go to the farmers' market with my parents on Saturday mornings,0.01,0.02,8.8
32,Read a novel in my favorite armchair on a quiet evening,Play soccer with my neighbors in the park on Saturday afternoons,0.02,0.02,1.1
33,Sketch landscapes in my backyard during a sunny afternoon,Hike with my siblings in the mountains during fall weekends,0.03,0.02,4.4
34,Practice yoga in my home studio with the windows open,Go to the beach with family on sunny summer days,0.04,0.02,3.3
35,Stargaze from my rooftop on a clear warm night,Attend live concerts with my best friend on Saturday evenings,0.05,0.02,1.1
36,Sketch landscapes in my backyard during a sunny afternoon,Go to the beach with family on sunny summer days,0.01,0.03,3.3
37,Read a novel in my favorite armchair on a quiet evening,Attend live concerts with my best friend on Saturday evenings,0.02,0.03,1.1
38,Cook a new recipe in my kitchen on a lazy Sunday,Go to the beach with family on sunny summer days,0.03,0.03,1.1
39,Read a novel in my favorite armchair on a quiet evening,Watch movies with friends on Friday nights in my living room,0.04,0.03,3.3
40,Stargaze from my rooftop on a clear warm night,Attend art classes with my friend on Wednesday nights at the community center,0.05,0.03,4.4
41,Hike in the forest on a cool early morning,Attend art classes with my friend on Wednesday nights at the community center,0.01,0.04,1.1
42,Meditate in my bedroom with candles lit and soft music,Play board games with my partner on rainy Sunday afternoons,0.02,0.04,3.3
43,Write poetry in my journal at a cozy cafe,Have brunch with my coworkers on Saturday mornings at a local cafe,0.03,0.04,1.1
44,Practice yoga in my home studio with the windows open,Hike with my siblings in the mountains during fall weekends,0.04,0.04,1.1
45,Write poetry in my journal at a cozy cafe,Go to the beach with family on sunny summer days,0.05,0.04,4.4
46,Listen to classical music while taking a long bath,Attend live concerts with my best friend on Saturday evenings,0.01,0.05,8.8
47,Cook a new recipe in my kitchen on a lazy Sunday,Play soccer with my neighbors in the park on Saturday afternoons,0.02,0.05,1.1
48,Sketch landscapes in my backyard during a sunny afternoon,Have brunch with my coworkers on Saturday mornings at a local cafe,0.03,0.05,4.4
49,Read a novel in my favorite armchair on a quiet evening,Have brunch with my coworkers on Saturday mornings at a local cafe,0.04,0.05,3.3
50,Listen to classical music while taking a long bath,Go to the farmers' market with my parents on Saturday mornings,0.05,0.05,1.1
51,Hike in the forest on a cool early morning,Hike with my siblings in the mountains during fall weekends,0.01,0.01,1.1
52,Listen to classical music while taking a long bath,Go to the beach with family on sunny summer days,0.02,0.01,3.3
53,Read a novel in my favorite armchair on a quiet evening,Go to the farmers' market with my parents on Saturday mornings,0.03,0.01,1.1
54,Hike in the forest on a cool early morning,Attend live concerts with my best friend on Saturday evenings,0.04,0.01,4.4
55,Sketch landscapes in my backyard during a sunny afternoon,Go to the farmers' market with my parents on Saturday mornings,0.05,0.01,1.1
56,Write poetry in my journal at a cozy cafe,Play soccer with my neighbors in the park on Saturday afternoons,0.01,0.02,8.8
57,Meditate in my bedroom with candles lit and soft music,Have brunch with my coworkers on Saturday mornings at a local cafe,0.02,0.02,4.4
58,Stargaze from my rooftop on a clear warm night,Watch movies with friends on Friday nights in my living room,0.03,0.02,4.4
59,Cook a new recipe in my kitchen on a lazy Sunday,Play board games with my partner on rainy Sunday afternoons,0.04,0.02,4.4
60,Hike in the forest on a cool early morning,Go to the farmers' market with my parents on Saturday mornings,0.05,0.02,1.1
61,Cook a new recipe in my kitchen on a lazy Sunday,Watch movies with friends on Friday nights in my living room,0.01,0.03,3.3
62,Watch nature documentaries in my living room on a rainy day,Attend live concerts with my best friend on Saturday evenings,0.02,0.03,3.3
63,Watch nature documentaries in my living room on a rainy day,Cook dinner with my partner in our kitchen on quiet weeknights,0.03,0.03,3.3
64,Stargaze from my rooftop on a clear warm night,Hike with my siblings in the mountains during fall weekends,0.04,0.03,1.1
65,Sketch landscapes in my backyard during a sunny afternoon,Watch movies with friends on Friday nights in my living room,0.05,0.03,1.1
66,Meditate in my bedroom with candles lit and soft music,Play soccer with my neighbors in the park on Saturday afternoons,0.01,0.04,1.1
67,Read a novel in my favorite armchair on a quiet evening,Attend art classes with my friend on Wednesday nights at the community center,0.02,0.04,8.8
68,Watch nature documentaries in my living room on a rainy day,Watch movies with friends on Friday nights in my living room,0.03,0.04,4.4
69,Meditate in my bedroom with candles lit and soft music,Watch movies with friends on Friday nights in my living room,0.04,0.04,1.1
70,Listen to classical music while taking a long bath,Play board games with my partner on rainy Sunday afternoons,0.05,0.04,1.1
71,Stargaze from my rooftop on a clear warm night,Have brunch with my coworkers on Saturday mornings at a local cafe,0.01,0.05,3.3
72,Write poetry in my journal at a cozy cafe,Cook dinner with my partner in our kitchen on quiet weeknights,0.02,0.05,8.8
73,Listen to classical music while taking a long bath,Hike with my siblings in the mountains during fall weekends,0.03,0.05,3.3
74,Sketch landscapes in my backyard during a sunny afternoon,Cook dinner with my partner in our kitchen on quiet weeknights,0.04,0.05,4.4
75,Practice yoga in my home studio with the windows open,Cook dinner with my partner in our kitchen on quiet weeknights,0.05,0.05,3.3
76,Hike in the forest on a cool early morning,Cook dinner with my partner in our kitchen on quiet weeknights,0.01,0.01,1.1
77,Meditate in my bedroom with candles lit and soft music,Hike with my siblings in the mountains during fall weekends,0.02,0.01,8.8
78,Stargaze from my rooftop on a clear warm night,Go to the farmers' market with my parents on Saturday mornings,0.03,0.01,1.1
79,Hike in the forest on a cool early morning,Go to the beach with family on sunny summer days,0.04,0.01,1.1
80,Listen to classical music while taking a long bath,Have brunch with my coworkers on Saturday mornings at a local cafe,0.05,0.01,4.4
81,Stargaze from my rooftop on a clear warm night,Play soccer with my neighbors in the park on Saturday afternoons,0.01,0.02,3.3
82,Meditate in my bedroom with candles lit and soft music,Cook dinner with my partner in our kitchen on quiet weeknights,0.02,0.02,4.4
83,Watch nature documentaries in my living room on a rainy day,Play board games with my partner on rainy Sunday afternoons,0.03,0.02,1.1
84,Watch nature documentaries in my living room on a rainy day,Go to the farmers' market with my parents on Saturday mornings,0.04,0.02,3.3
85,Listen to classical music while taking a long bath,Play soccer with my neighbors in the park on Saturday afternoons,0.05,0.02,3.3
86,Watch nature documentaries in my living room on a rainy day,Play soccer with my neighbors in the park on Saturday afternoons,0.01,0.03,1.1
87,Stargaze from my rooftop on a clear warm night,Cook dinner with my partner in our kitchen on quiet weeknights,0.02,0.03,4.4
88,Cook a new recipe in my kitchen on a lazy Sunday,Attend art classes with my friend on Wednesday nights at the community center,0.03,0.03,1.1
89,Watch nature documentaries in my living room on a rainy day,Attend art classes with my friend on Wednesday nights at the community center,0.04,0.03,3.3
90,Write poetry in my journal at a cozy cafe,Watch movies with friends on Friday nights in my living room,0.05,0.03,8.8
91,Cook a new recipe in my kitchen on a lazy Sunday,Cook dinner with my partner in our kitchen on quiet weeknights,0.01,0.04,3.3
92,Write poetry in my journal at a cozy cafe,Attend live concerts with my best friend on Saturday evenings,0.02,0.04,8.8
93,Read a novel in my favorite armchair on a quiet evening,Go to the beach with family on sunny summer days,0.03,0.04,1.1
94,Practice yoga in my home studio with the windows open,Play soccer with my neighbors in the park on Saturday afternoons,0.04,0.04,4.4
95,Listen to classical music while taking a long bath,Attend art classes with my friend on Wednesday nights at the community center,0.05,0.04,4.4
96,Meditate in my bedroom with candles lit and soft music,Go to the beach with family on sunny summer days,0.01,0.05,3.3
97,Stargaze from my rooftop on a clear warm night,Play board games with my partner on rainy Sunday afternoons,0.02,0.05,1.1
98,Meditate in my bedroom with candles lit and soft music,Attend live concerts with my best friend on Saturday evenings,0.03,0.05,1.1
99,Write poetry in my journal at a cozy cafe,Play board games with my partner on rainy Sunday afternoons,0.04,0.05,3.3
100,Practice yoga in my home studio with the windows open,Attend art classes with my friend on Wednesday nights at the community center,0.05,0.05,4.4
