endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,left,right,social_left,WTP_ITI,leftmoney,rightmoney,greenText,left_more_than_right,matching_prices,social_worthmore,Resume_keys.keys,Resume_keys.rt
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,NAN,,NAN,0.83,5.17,,0,44,44,44,1,45,Riley,Acc,Participant_Images/101/101_Images/101_Image_21.jpeg,liked,2.7105123,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,1.2507,NAN,,NAN,0.83,5.17,,0,45,45,45,1,46,Riley,Acc,Participant_Images/101/101_Images/101_Image_1.jpeg,liked,3.602308302,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,7.0469,NAN,,NAN,0.83,5.17,,0,46,46,46,1,47,Riley,Acc,Participant_Images/101/101_Images/101_Image_11.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,1.0715,NAN,,NAN,0.83,5.17,,0,47,47,47,1,48,Riley,Acc,Participant_Images/101/101_Images/101_Image_2.jpeg,liked,5.246980764,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,0.4633,NAN,,NAN,0.83,5.17,,0,48,48,48,1,49,Riley,Acc,Participant_Images/101/101_Images/101_Image_13.jpeg,liked,3.30081769,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,space,0.4808,space,0.6366,0.01,1,0.7321,0,0,0,0,1,ten_1,ten_1,0,5,0.01,0.02,green,0,0,1,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,1,0.9878,0,1,1,1,1,ten_2,ten_2,0,1,0.02,0.02,green,0,1,1,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,0.8386,0,2,2,2,1,ten_3,ten_3,0,2,0.03,0.02,green,1,0,0,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1,0.9022,0,3,3,3,1,ten_4,ten_4,0,4,0.04,0.02,green,1,0,0,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,1.1733,0,4,4,4,1,ten_5,ten_5,0,3,0.05,0.02,green,1,0,0,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,3,,5,0.98,5.02,,0,49,49,49,1,50,Riley,Acc,Participant_Images/101/101_Images/101_Image_17.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,,,,space,1.1377
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,space,1.3713,space,1.3125,NAN,,NAN,0.98,5.02,,0,50,50,50,1,51,Sam,Rej,Participant_Images/101/101_Images/101_Image_4.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,2.2833,NAN,,NAN,0.98,5.02,,0,51,51,51,1,52,Sam,Rej,Participant_Images/101/101_Images/101_Image_21.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,1.1448,NAN,,NAN,0.98,5.02,,0,52,52,52,1,53,Sam,Rej,Participant_Images/101/101_Images/101_Image_16.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,1.7373,NAN,,NAN,0.98,5.02,,0,53,53,53,1,54,Sam,Rej,Participant_Images/101/101_Images/101_Image_8.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,space,1.5084,space,0.4145,0.01,2,1.1348,0,0,0,0,1,eleven_1,eleven_1,0,4,0.01,0.01,green,0,1,1,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,1,5.9737,0,1,1,1,1,eleven_2,eleven_2,0,5,0.02,0.01,green,1,0,0,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,1.1746,0,2,2,2,1,eleven_3,eleven_3,0,6,0.03,0.01,green,1,0,0,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,0.2643,0,3,3,3,1,eleven_4,eleven_4,0,1,0.04,0.01,green,1,0,0,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,3.1382,0,4,4,4,1,eleven_5,eleven_5,0,2,0.05,0.01,green,1,0,0,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,NAN,,NAN,1.04,4.96,,0,54,54,54,1,55,Sam,Rej,Participant_Images/101/101_Images/101_Image_15.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,4.091,NAN,,NAN,1.04,4.96,,0,55,55,55,1,56,Sam,Rej,Participant_Images/101/101_Images/101_Image_20.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,6.6655,NAN,,NAN,1.04,4.96,,0,56,56,56,1,57,Sam,Rej,Participant_Images/101/101_Images/101_Image_17.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,1.0245,NAN,,NAN,1.04,4.96,,0,57,57,57,1,58,Sam,Rej,Participant_Images/101/101_Images/101_Image_22.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,1.465,NAN,,NAN,1.04,4.96,,0,58,58,58,1,59,Sam,Rej,Participant_Images/101/101_Images/101_Image_7.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,space,0.4568,space,0.2455,0.01,1,0.8377,0,0,0,0,1,twelve_1,twelve_1,0,5,0.01,0.02,green,0,0,1,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,1.1923,0,1,1,1,1,twelve_2,twelve_2,0,1,0.02,0.02,green,0,1,1,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,6.908,0,2,2,2,1,twelve_3,twelve_3,0,2,0.03,0.02,green,1,0,0,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1,1.2238,0,3,3,3,1,twelve_4,twelve_4,0,4,0.04,0.02,green,1,0,0,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,0.4399,0,4,4,4,1,twelve_5,twelve_5,0,3,0.05,0.02,green,1,0,0,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,NAN,,NAN,1.19,4.81,,0,59,59,59,1,60,Sam,Rej,Participant_Images/101/101_Images/101_Image_25.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,1.2151,NAN,,NAN,1.19,4.81,,0,60,60,60,1,61,Sam,Rej,Participant_Images/101/101_Images/101_Image_3.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,1.4568,NAN,,NAN,1.19,4.81,,0,61,61,61,1,62,Sam,Rej,Participant_Images/101/101_Images/101_Image_13.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,0.8727,NAN,,NAN,1.19,4.81,,0,62,62,62,1,63,Sam,Rej,Participant_Images/101/101_Images/101_Image_19.jpeg,did not like,4.456234322,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,0.4245,NAN,,NAN,1.19,4.81,,0,63,63,63,1,64,Sam,Rej,Participant_Images/101/101_Images/101_Image_18.jpeg,did not like,4.438512181,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,space,0.9808,space,0.2991,0.01,2,1.5597,0,0,0,0,1,thirteen_1,thirteen_1,0,4,0.01,0.01,green,0,1,1,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,2.2289,0,1,1,1,1,thirteen_2,thirteen_2,0,5,0.02,0.01,green,1,0,0,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,4.0787,0,2,2,2,1,thirteen_3,thirteen_3,0,6,0.03,0.01,green,1,0,0,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,thirteen_4,thirteen_4,0,1,0.04,0.01,green,1,0,0,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,thirteen_5,thirteen_5,0,2,0.05,0.01,green,1,0,0,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,NAN,,NAN,1.22,4.78,,0,64,64,64,1,65,Sam,Rej,Participant_Images/101/101_Images/101_Image_9.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,0.0949,NAN,,NAN,1.22,4.78,,0,65,65,65,1,66,Sam,Rej,Participant_Images/101/101_Images/101_Image_10.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,0.5957,NAN,,NAN,1.22,4.78,,0,66,66,66,1,67,Sam,Rej,Participant_Images/101/101_Images/101_Image_14.jpeg,did not like,3.195382774,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,2.2839,NAN,,NAN,1.22,4.78,,0,67,67,67,1,68,Sam,Rej,Participant_Images/101/101_Images/101_Image_12.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,space,4.8147,NAN,,NAN,1.22,4.78,,0,68,68,68,1,69,Sam,Rej,Participant_Images/101/101_Images/101_Image_6.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,space,1.602,space,0.0285,0.02,2,1.6352,0,0,0,0,1,fourteen_1,fourteen_1,0,5,0.01,0.02,green,0,0,1,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,fourteen_2,fourteen_2,0,1,0.02,0.02,green,0,1,1,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,fourteen_3,fourteen_3,0,2,0.03,0.02,green,1,0,0,,
,,101,2024-04-14_23h59.55.791,WTP_SM_Choice,2022.2.1,MacIntel,116.2790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,fourteen_4,fourteen_4,0,4,0.04,0.02,green,1,0,0,,
