TrialNumber,right,left,leftmoney,rightmoney,WTP_ITI
38,play Minecraft on my iPad late at night in my room,watch movies with my parents at their house,0.03,0.03,1.1
39,run at the closest park to my house on cooler days,get Starbucks with my boyfriend before class,0.04,0.03,3.3
40,scroll on Instagram in my bed,relax with my boyfriend at his house,0.05,0.03,4.4
41,paint my nails in my bathroom,play games during work with my coworkers,0.01,0.04,1.1
42,play video games in my room,get Starbucks with my boyfriend before class,0.02,0.04,3.3
43,run at the closest park to my house on cooler days,watch movies with my parents at their house,0.03,0.04,1.1
44,watch youtube videos while I am eating dinner at the dinner table,play games during work with my coworkers,0.04,0.04,1.1
45,play Minecraft on my iPad late at night in my room,make brownies with my boyfriend in my kitchen,0.05,0.04,4.4
46,watch youtube videos while I am eating dinner at the dinner table,watch movies with my parents at their house,0.01,0.05,8.8
47,scroll through TikTok at night in my bedroom. ,swim with my best friend at his house,0.02,0.05,1.1
48,take walks around my neighborhood when it is sunny outside,do karaoke at my house with my friends,0.03,0.05,4.4
49,scroll on Instagram in my bed,do karaoke at my house with my friends,0.04,0.05,3.3
50,play video games in my room,swim with my best friend at his house,0.05,0.05,1.1
51,take walks around my neighborhood when it is sunny outside,get my nails done at the nail salon with my friend,0.01,0.01,1.1
52,play video games in my room,play games during work with my coworkers,0.02,0.01,3.3
53,watch tv shows in my bedroom at night,get my nails done at the nail salon with my friend,0.03,0.01,1.1
54,take walks around my neighborhood when it is sunny outside,grab dinner with my sister after work at night,0.04,0.01,4.4
55,watch youtube videos while I am eating dinner at the dinner table,get my nails done at the nail salon with my friend,0.05,0.01,1.1
56,watch youtube videos while I am eating dinner at the dinner table,make brownies with my boyfriend in my kitchen,0.01,0.02,8.8
57,scroll through TikTok at night in my bedroom. ,go on shopping sprees with my boyfriend at the mall,0.02,0.02,4.4
58,watch youtube videos while I am eating dinner at the dinner table,grab dinner with my sister after work at night,0.03,0.02,4.4
59,bake in my kitchen at night for dinner and dessert,get my nails done at the nail salon with my friend,0.04,0.02,4.4
60,scroll on Instagram in my bed,play games during work with my coworkers,0.05,0.02,1.1
61,watch youtube videos while I am eating dinner at the dinner table,get Starbucks with my boyfriend before class,0.01,0.03,3.3
62,play Minecraft on my iPad late at night in my room,do karaoke at my house with my friends,0.02,0.03,3.3
63,watch youtube videos while I am eating dinner at the dinner table,swim with my best friend at his house,0.03,0.03,3.3
64,watch youtube videos while I am eating dinner at the dinner table,do karaoke at my house with my friends,0.04,0.03,1.1
65,scroll through TikTok at night in my bedroom. ,watch movies with my parents at their house,0.05,0.03,1.1
66,watch tv shows in my bedroom at night,make brownies with my boyfriend in my kitchen,0.01,0.04,1.1
67,run at the closest park to my house on cooler days,play games during work with my coworkers,0.02,0.04,8.8
68,scroll through TikTok at night in my bedroom. ,get my nails done at the nail salon with my friend,0.03,0.04,4.4
69,run at the closest park to my house on cooler days,swim with my best friend at his house,0.04,0.04,1.1
70,watch tv shows in my bedroom at night,get Starbucks with my boyfriend before class,0.05,0.04,1.1
71,scroll on Instagram in my bed,watch movies with my parents at their house,0.01,0.05,3.3
72,take walks around my neighborhood when it is sunny outside,play games during work with my coworkers,0.02,0.05,8.8
73,bake in my kitchen at night for dinner and dessert,do karaoke at my house with my friends,0.03,0.05,3.3
74,take walks around my neighborhood when it is sunny outside,relax with my boyfriend at his house,0.04,0.05,4.4
75,run at the closest park to my house on cooler days,relax with my boyfriend at his house,0.05,0.05,3.3
76,watch tv shows in my bedroom at night,do karaoke at my house with my friends,0.01,0.01,1.1
77,paint my nails in my bathroom,grab dinner with my sister after work at night,0.02,0.01,8.8
78,watch tv shows in my bedroom at night,watch movies with my parents at their house,0.03,0.01,1.1
79,bake in my kitchen at night for dinner and dessert,watch movies with my parents at their house,0.04,0.01,1.1
80,paint my nails in my bathroom,go on shopping sprees with my boyfriend at the mall,0.05,0.01,4.4
81,run at the closest park to my house on cooler days,get my nails done at the nail salon with my friend,0.01,0.02,3.3
82,watch tv shows in my bedroom at night,go on shopping sprees with my boyfriend at the mall,0.02,0.02,4.4
83,bake in my kitchen at night for dinner and dessert,relax with my boyfriend at his house,0.03,0.02,1.1
84,run at the closest park to my house on cooler days,make brownies with my boyfriend in my kitchen,0.04,0.02,3.3
85,scroll through TikTok at night in my bedroom. ,do karaoke at my house with my friends,0.05,0.02,3.3
86,paint my nails in my bathroom,make brownies with my boyfriend in my kitchen,0.01,0.03,1.1
87,take walks around my neighborhood when it is sunny outside,make brownies with my boyfriend in my kitchen,0.02,0.03,4.4
88,scroll on Instagram in my bed,get my nails done at the nail salon with my friend,0.03,0.03,1.1
89,bake in my kitchen at night for dinner and dessert,go on shopping sprees with my boyfriend at the mall,0.04,0.03,3.3
90,play Minecraft on my iPad late at night in my room,swim with my best friend at his house,0.05,0.03,8.8
91,watch tv shows in my bedroom at night,play games during work with my coworkers,0.01,0.04,3.3
92,play Minecraft on my iPad late at night in my room,play games during work with my coworkers,0.02,0.04,8.8
93,play Minecraft on my iPad late at night in my room,get Starbucks with my boyfriend before class,0.03,0.04,1.1
94,scroll on Instagram in my bed,make brownies with my boyfriend in my kitchen,0.04,0.04,4.4
95,play video games in my room,grab dinner with my sister after work at night,0.05,0.04,4.4
96,scroll on Instagram in my bed,go on shopping sprees with my boyfriend at the mall,0.01,0.05,3.3
97,watch tv shows in my bedroom at night,swim with my best friend at his house,0.02,0.05,1.1
98,scroll through TikTok at night in my bedroom. ,play games during work with my coworkers,0.03,0.05,1.1
99,play video games in my room,get my nails done at the nail salon with my friend,0.04,0.05,3.3
100,play Minecraft on my iPad late at night in my room,grab dinner with my sister after work at night,0.05,0.05,4.4
