TrialNumber,right,left,leftmoney,rightmoney,WTP_ITI,social_left
13,Cook nutritious and seasonal foods based on how I am feeling and how the weather is outside,Hike somewhere new so we can both adventure somewhere new with more safety,0.03,0.03,1.1,1.0
14,Prep a meal as a team where one person takes on one part of the meal and the other person takes on a different part so we can come together and create a beautiful meal at the same time,Take the subway to manhattan to go to the farmers market and be around all of the diverse people in the city,0.04,0.03,3.3,0.0
15,Sing karaoke and learn more about the sounds that define who we are,Smoke my medical cannabis on a sunny temperate day on my balcony with the sea breeze,0.05,0.03,4.4,0.0
16,Go to the park to write in my journal about my dreams and current goals,Sit at the beach enjoy the sun and the water and get to spend time together in hot nature away from everything for a while,0.01,0.04,1.1,1.0
17,Sing karaoke and learn more about the sounds that define who we are,Organize my closet by rearranging my belongings or getting rid of items I no longer use,0.02,0.04,8.8,0.0
18,Drive out of the city to experience nature and get fresh air with friends,Organize my closet by rearranging my belongings or getting rid of items I no longer use,0.03,0.04,3.3,0.0
19,Eat new foods at a local spot in the city where someone has specialized make a certain cuisine for generations with my partner,Go to the park to write in my journal about my dreams and current goals,0.04,0.04,3.3,0.0
20,Sit at the beach enjoy the sun and the water and get to spend time together in hot nature away from everything for a while,Sing and dance to music throughout the apartment without any restraint,0.05,0.04,1.1,0.0
21,Smoke my medical cannabis on a sunny temperate day on my balcony with the sea breeze,Drive out of the city to experience nature and get fresh air with friends,0.01,0.05,8.8,1.0
22,Hike somewhere new so we can both adventure somewhere new with more safety,Stretch in my apartment when I first get up to help my shoulder and my joint issues,0.02,0.05,4.4,0.0
23,Cook nutritious and seasonal foods based on how I am feeling and how the weather is outside,Cuddle on the couch and watch a movie from childhood that we have seen many times,0.03,0.05,1.1,1.0
24,Browse items at an antique shop and take the time to share experiences that come up when we see certain items,Walk to a local coffee shop and buying my favorite baked treat,0.04,0.05,4.4,0.0
25,Walk in the park with my best friend to share what has been go on in our lives and reconnect after lots of time apart,Go to the park to write in my journal about my dreams and current goals,0.05,0.05,3.3,0.0
26,Sing and dance to music throughout the apartment without any restraint,Sing karaoke and learn more about the sounds that define who we are,0.01,0.01,4.4,1.0
27,Drive out of the city to experience nature and get fresh air with friends,Stretch in my apartment when I first get up to help my shoulder and my joint issues,0.02,0.01,3.3,0.0
28,Cuddle on the couch and watch a movie from childhood that we have seen many times,Bike on a crisp fall or spring day to get out energy and discover something new in the neighborhood,0.03,0.01,3.3,0.0
29,Sing and dance to music throughout the apartment without any restraint,Browse items at an antique shop and take the time to share experiences that come up when we see certain items,0.04,0.01,4.4,1.0
30,Stretch in my apartment when I first get up to help my shoulder and my joint issues,Walk in the park with my best friend to share what has been go on in our lives and reconnect after lots of time apart,0.05,0.01,8.8,1.0
31,Smoke my medical cannabis on a sunny temperate day on my balcony with the sea breeze,Cuddle on the couch and watch a movie from childhood that we have seen many times,0.01,0.02,8.8,1.0
32,Sit at the beach enjoy the sun and the water and get to spend time together in hot nature away from everything for a while,Cook nutritious and seasonal foods based on how I am feeling and how the weather is outside,0.02,0.02,1.1,0.0
33,Organize my closet by rearranging my belongings or getting rid of items I no longer use,Browse items at an antique shop and take the time to share experiences that come up when we see certain items,0.03,0.02,4.4,1.0
34,Prep a meal as a team where one person takes on one part of the meal and the other person takes on a different part so we can come together and create a beautiful meal at the same time,Go to the park to write in my journal about my dreams and current goals,0.04,0.02,3.3,0.0
35,Drive out of the city to experience nature and get fresh air with friends,Sing and dance to music throughout the apartment without any restraint,0.05,0.02,1.1,0.0
36,Browse items at an antique shop and take the time to share experiences that come up when we see certain items,Stretch in my apartment when I first get up to help my shoulder and my joint issues,0.01,0.03,3.3,0.0
37,Cuddle on the couch and watch a movie from childhood that we have seen many times,Take the subway to manhattan to go to the farmers market and be around all of the diverse people in the city,0.02,0.03,1.1,0.0
38,Go to the park to write in my journal about my dreams and current goals,Play fetch with a dog and get to play with animals while shar in the fact we care deeply for life around us ,0.03,0.03,1.1,1.0
39,Smoke my medical cannabis on a sunny temperate day on my balcony with the sea breeze,Play fetch with a dog and get to play with animals while shar in the fact we care deeply for life around us ,0.04,0.03,3.3,1.0
40,Walk to a local coffee shop and buying my favorite baked treat,Prep a meal as a team where one person takes on one part of the meal and the other person takes on a different part so we can come together and create a beautiful meal at the same time,0.05,0.03,4.4,1.0
41,Sit at the beach enjoy the sun and the water and get to spend time together in hot nature away from everything for a while,Smoke my medical cannabis on a sunny temperate day on my balcony with the sea breeze,0.01,0.04,1.1,0.0
42,Take the subway to manhattan to go to the farmers market and be around all of the diverse people in the city,Drive out of the city to experience nature and get fresh air with friends,0.02,0.04,3.3,1.0
43,Walk to a local coffee shop and buying my favorite baked treat,Sing karaoke and learn more about the sounds that define who we are,0.03,0.04,1.1,1.0
44,Drive out of the city to experience nature and get fresh air with friends,Go through old photos at night when to process my feelings and remember my experiences,0.04,0.04,1.1,0.0
45,Sit at the beach enjoy the sun and the water and get to spend time together in hot nature away from everything for a while,Go through old photos at night when to process my feelings and remember my experiences,0.05,0.04,4.4,0.0
46,Play fetch with a dog and get to play with animals while shar in the fact we care deeply for life around us ,Sing and dance to music throughout the apartment without any restraint,0.01,0.05,8.8,0.0
47,Cuddle on the couch and watch a movie from childhood that we have seen many times,Organize my closet by rearranging my belongings or getting rid of items I no longer use,0.02,0.05,1.1,0.0
48,Bike on a crisp fall or spring day to get out energy and discover something new in the neighborhood,Sing karaoke and learn more about the sounds that define who we are,0.03,0.05,4.4,1.0
49,Go through old photos at night when to process my feelings and remember my experiences,Hike somewhere new so we can both adventure somewhere new with more safety,0.04,0.05,3.3,1.0
50,Eat new foods at a local spot in the city where someone has specialized make a certain cuisine for generations with my partner,Bike on a crisp fall or spring day to get out energy and discover something new in the neighborhood,0.05,0.05,1.1,0.0
51,Hike somewhere new so we can both adventure somewhere new with more safety,Go to the park to write in my journal about my dreams and current goals,0.01,0.01,1.1,0.0
52,Bike on a crisp fall or spring day to get out energy and discover something new in the neighborhood,Play fetch with a dog and get to play with animals while shar in the fact we care deeply for life around us ,0.02,0.01,3.3,1.0
53,Smoke my medical cannabis on a sunny temperate day on my balcony with the sea breeze,Browse items at an antique shop and take the time to share experiences that come up when we see certain items,0.03,0.01,1.1,1.0
54,Cook nutritious and seasonal foods based on how I am feeling and how the weather is outside,Eat new foods at a local spot in the city where someone has specialized make a certain cuisine for generations with my partner,0.04,0.01,4.4,1.0
55,Browse items at an antique shop and take the time to share experiences that come up when we see certain items,Take the subway to manhattan to go to the farmers market and be around all of the diverse people in the city,0.05,0.01,1.1,0.0
56,Walk to a local coffee shop and buying my favorite baked treat,Drive out of the city to experience nature and get fresh air with friends,0.01,0.02,8.8,1.0
57,Play fetch with a dog and get to play with animals while shar in the fact we care deeply for life around us ,Organize my closet by rearranging my belongings or getting rid of items I no longer use,0.02,0.02,4.4,0.0
58,Organize my closet by rearranging my belongings or getting rid of items I no longer use,Prep a meal as a team where one person takes on one part of the meal and the other person takes on a different part so we can come together and create a beautiful meal at the same time,0.03,0.02,4.4,1.0
59,Sing karaoke and learn more about the sounds that define who we are,Go to the park to write in my journal about my dreams and current goals,0.04,0.02,4.4,0.0
60,Browse items at an antique shop and take the time to share experiences that come up when we see certain items,Bike on a crisp fall or spring day to get out energy and discover something new in the neighborhood,0.05,0.02,1.1,0.0
61,Hike somewhere new so we can both adventure somewhere new with more safety,Sing and dance to music throughout the apartment without any restraint,0.01,0.03,3.3,0.0
62,Cuddle on the couch and watch a movie from childhood that we have seen many times,Go to the park to write in my journal about my dreams and current goals,0.02,0.03,3.3,0.0
63,Take the subway to manhattan to go to the farmers market and be around all of the diverse people in the city,Play fetch with a dog and get to play with animals while shar in the fact we care deeply for life around us ,0.03,0.03,3.3,1.0
64,Walk in the park with my best friend to share what has been go on in our lives and reconnect after lots of time apart,Walk to a local coffee shop and buying my favorite baked treat,0.04,0.03,1.1,0.0
65,Walk in the park with my best friend to share what has been go on in our lives and reconnect after lots of time apart,Take the subway to manhattan to go to the farmers market and be around all of the diverse people in the city,0.05,0.03,1.1,0.0
66,Go through old photos at night when to process my feelings and remember my experiences,Prep a meal as a team where one person takes on one part of the meal and the other person takes on a different part so we can come together and create a beautiful meal at the same time,0.01,0.04,1.1,1.0
67,Bike on a crisp fall or spring day to get out energy and discover something new in the neighborhood,Walk in the park with my best friend to share what has been go on in our lives and reconnect after lots of time apart,0.02,0.04,8.8,1.0
68,Go through old photos at night when to process my feelings and remember my experiences,Sing karaoke and learn more about the sounds that define who we are,0.03,0.04,4.4,1.0
69,Go through old photos at night when to process my feelings and remember my experiences,Play fetch with a dog and get to play with animals while shar in the fact we care deeply for life around us ,0.04,0.04,1.1,1.0
70,Hike somewhere new so we can both adventure somewhere new with more safety,Smoke my medical cannabis on a sunny temperate day on my balcony with the sea breeze,0.05,0.04,1.1,0.0
71,Smoke my medical cannabis on a sunny temperate day on my balcony with the sea breeze,Prep a meal as a team where one person takes on one part of the meal and the other person takes on a different part so we can come together and create a beautiful meal at the same time,0.01,0.05,3.3,1.0
72,Eat new foods at a local spot in the city where someone has specialized make a certain cuisine for generations with my partner,Smoke my medical cannabis on a sunny temperate day on my balcony with the sea breeze,0.02,0.05,8.8,0.0
73,Organize my closet by rearranging my belongings or getting rid of items I no longer use,Sit at the beach enjoy the sun and the water and get to spend time together in hot nature away from everything for a while,0.03,0.05,3.3,1.0
74,Walk to a local coffee shop and buying my favorite baked treat,Play fetch with a dog and get to play with animals while shar in the fact we care deeply for life around us ,0.04,0.05,4.4,1.0
75,Eat new foods at a local spot in the city where someone has specialized make a certain cuisine for generations with my partner,Take the subway to manhattan to go to the farmers market and be around all of the diverse people in the city,0.05,0.05,3.3,0.0
76,Cook nutritious and seasonal foods based on how I am feeling and how the weather is outside,Drive out of the city to experience nature and get fresh air with friends,0.01,0.01,1.1,1.0
77,Go through old photos at night when to process my feelings and remember my experiences,Cuddle on the couch and watch a movie from childhood that we have seen many times,0.02,0.01,8.8,1.0
78,Bike on a crisp fall or spring day to get out energy and discover something new in the neighborhood,Hike somewhere new so we can both adventure somewhere new with more safety,0.03,0.01,1.1,1.0
79,Play fetch with a dog and get to play with animals while shar in the fact we care deeply for life around us ,Cook nutritious and seasonal foods based on how I am feeling and how the weather is outside,0.04,0.01,1.1,0.0
80,Walk to a local coffee shop and buying my favorite baked treat,Hike somewhere new so we can both adventure somewhere new with more safety,0.05,0.01,4.4,1.0
81,Sit at the beach enjoy the sun and the water and get to spend time together in hot nature away from everything for a while,Take the subway to manhattan to go to the farmers market and be around all of the diverse people in the city,0.01,0.02,3.3,0.0
82,Walk in the park with my best friend to share what has been go on in our lives and reconnect after lots of time apart,Sing and dance to music throughout the apartment without any restraint,0.02,0.02,4.4,0.0
83,Go through old photos at night when to process my feelings and remember my experiences,Browse items at an antique shop and take the time to share experiences that come up when we see certain items,0.03,0.02,1.1,1.0
84,Browse items at an antique shop and take the time to share experiences that come up when we see certain items,Cook nutritious and seasonal foods based on how I am feeling and how the weather is outside,0.04,0.02,3.3,0.0
85,Smoke my medical cannabis on a sunny temperate day on my balcony with the sea breeze,Walk in the park with my best friend to share what has been go on in our lives and reconnect after lots of time apart,0.05,0.02,3.3,1.0
86,Prep a meal as a team where one person takes on one part of the meal and the other person takes on a different part so we can come together and create a beautiful meal at the same time,Bike on a crisp fall or spring day to get out energy and discover something new in the neighborhood,0.01,0.03,1.1,0.0
87,Organize my closet by rearranging my belongings or getting rid of items I no longer use,Hike somewhere new so we can both adventure somewhere new with more safety,0.02,0.03,4.4,1.0
88,Walk to a local coffee shop and buying my favorite baked treat,Eat new foods at a local spot in the city where someone has specialized make a certain cuisine for generations with my partner,0.03,0.03,1.1,1.0
89,Hike somewhere new so we can both adventure somewhere new with more safety,Take the subway to manhattan to go to the farmers market and be around all of the diverse people in the city,0.04,0.03,3.3,0.0
90,Stretch in my apartment when I first get up to help my shoulder and my joint issues,Cuddle on the couch and watch a movie from childhood that we have seen many times,0.05,0.03,8.8,1.0
91,Cook nutritious and seasonal foods based on how I am feeling and how the weather is outside,Prep a meal as a team where one person takes on one part of the meal and the other person takes on a different part so we can come together and create a beautiful meal at the same time,0.01,0.04,3.3,1.0
92,Sit at the beach enjoy the sun and the water and get to spend time together in hot nature away from everything for a while,Walk to a local coffee shop and buying my favorite baked treat,0.02,0.04,8.8,0.0
93,Cook nutritious and seasonal foods based on how I am feeling and how the weather is outside,Sing karaoke and learn more about the sounds that define who we are,0.03,0.04,1.1,1.0
94,Sing and dance to music throughout the apartment without any restraint,Cuddle on the couch and watch a movie from childhood that we have seen many times,0.04,0.04,4.4,1.0
95,Stretch in my apartment when I first get up to help my shoulder and my joint issues,Sing karaoke and learn more about the sounds that define who we are,0.05,0.04,4.4,1.0
96,Cook nutritious and seasonal foods based on how I am feeling and how the weather is outside,Walk in the park with my best friend to share what has been go on in our lives and reconnect after lots of time apart,0.01,0.05,3.3,1.0
97,Bike on a crisp fall or spring day to get out energy and discover something new in the neighborhood,Drive out of the city to experience nature and get fresh air with friends,0.02,0.05,1.1,1.0
98,Walk in the park with my best friend to share what has been go on in our lives and reconnect after lots of time apart,Organize my closet by rearranging my belongings or getting rid of items I no longer use,0.03,0.05,1.1,0.0
99,Drive out of the city to experience nature and get fresh air with friends,Go to the park to write in my journal about my dreams and current goals,0.04,0.05,3.3,0.0
100,Walk to a local coffee shop and buying my favorite baked treat,Cuddle on the couch and watch a movie from childhood that we have seen many times,0.05,0.05,4.4,1.0
