TrialNumber,right,left,leftmoney,rightmoney,WTP_ITI,social_left
55,Read a novel in bed on a chilly day under a cozy blanket,Go to the beach with my family on a hot summer day,0.05,0.01,1.1,1.0
56,Go for a hike with my best friend in the mountains during fall,Organize my closet while playing a chill playlist,0.01,0.02,8.8,0.0
57,Get bubble tea and walking around the mall with my best friend on a sunday,Listen to music while journaling in my room with dim lighting,0.02,0.02,4.4,0.0
58,Take a long walk in the park with my headphones on,Have a game night with my close friends at someones house on a saturday,0.03,0.02,4.4,1.0
59,Get bubble tea and walking around the mall with my best friend on a sunday,Organize my closet while playing a chill playlist,0.04,0.02,4.4,0.0
60,Bake cookies in the kitchen on a sunday afternoon,Attend a live concert with my friends in the city,0.05,0.02,1.1,1.0
61,Go to the movies with my siblings on a rainy weekend,Play video games in my room with the window open for fresh air,0.01,0.03,3.3,0.0
62,Play video games in my room with the window open for fresh air,Host a bbq with my family in the backyard on a warm evening,0.02,0.03,3.3,1.0
63,Read a novel in bed on a chilly day under a cozy blanket,Grab pizza with my friends on a friday night after school,0.03,0.03,3.3,1.0
64,Rearrange my room furniture after getting new decor,Study for finals with my classmates at the library late at night,0.04,0.03,1.1,1.0
65,Attend a live concert with my friends in the city,Watch random youtube documentaries late at night in bed,0.05,0.03,1.1,0.0
66,Sketch random doodles in my notebook at a quiet caf,Go for a hike with my best friend in the mountains during fall,0.01,0.04,1.1,1.0
67,Rearrange my room furniture after getting new decor,Host a bbq with my family in the backyard on a warm evening,0.02,0.04,8.8,1.0
68,Daydream while watching clouds from my balcony on a breezy evening,Playing basketball with my cousins at the park on a sunny afternoon,0.03,0.04,4.4,1.0
69,Host a bbq with my family in the backyard on a warm evening,Bake cookies in the kitchen on a sunday afternoon,0.04,0.04,1.1,0.0
70,Rearrange my room furniture after getting new decor,Attend a live concert with my friends in the city,0.05,0.04,1.1,1.0
71,Listen to music while journaling in my room with dim lighting,Go for a hike with my best friend in the mountains during fall,0.01,0.05,3.3,1.0
72,Grab pizza with my friends on a friday night after school,Take a long walk in the park with my headphones on,0.02,0.05,8.8,0.0
73,Grab pizza with my friends on a friday night after school,Rearrange my room furniture after getting new decor,0.03,0.05,3.3,0.0
74,Bake cookies in the kitchen on a sunday afternoon,Get bubble tea and walking around the mall with my best friend on a sunday,0.04,0.05,4.4,1.0
75,Attend a live concert with my friends in the city,Daydream while watching clouds from my balcony on a breezy evening,0.05,0.05,3.3,0.0
76,Playing basketball with my cousins at the park on a sunny afternoon,Read a novel in bed on a chilly day under a cozy blanket,0.01,0.01,1.1,0.0
77,Organize my closet while playing a chill playlist,Playing basketball with my cousins at the park on a sunny afternoon,0.02,0.01,8.8,1.0
78,Go for a hike with my best friend in the mountains during fall,Take a long walk in the park with my headphones on,0.03,0.01,1.1,0.0
79,Go for a hike with my best friend in the mountains during fall,Read a novel in bed on a chilly day under a cozy blanket,0.04,0.01,1.1,0.0
80,Go to the movies with my siblings on a rainy weekend,Listen to music while journaling in my room with dim lighting,0.05,0.01,4.4,0.0
81,Grab pizza with my friends on a friday night after school,Organize my closet while playing a chill playlist,0.01,0.02,3.3,0.0
82,Study for finals with my classmates at the library late at night,Bake cookies in the kitchen on a sunday afternoon,0.02,0.02,4.4,0.0
83,Have a game night with my close friends at someones house on a saturday,Listen to music while journaling in my room with dim lighting,0.03,0.02,1.1,0.0
84,Have a game night with my close friends at someones house on a saturday,Read a novel in bed on a chilly day under a cozy blanket,0.04,0.02,3.3,0.0
85,Study for finals with my classmates at the library late at night,Organize my closet while playing a chill playlist,0.05,0.02,3.3,0.0
86,Playing basketball with my cousins at the park on a sunny afternoon,Take a long walk in the park with my headphones on,0.01,0.03,1.1,0.0
87,Sketch random doodles in my notebook at a quiet caf,Grab pizza with my friends on a friday night after school,0.02,0.03,4.4,1.0
88,Get bubble tea and walking around the mall with my best friend on a sunday,Take a long walk in the park with my headphones on,0.03,0.03,1.1,0.0
89,Watch random youtube documentaries late at night in bed,Playing basketball with my cousins at the park on a sunny afternoon,0.04,0.03,3.3,1.0
90,Read a novel in bed on a chilly day under a cozy blanket,Attend a live concert with my friends in the city,0.05,0.03,8.8,1.0
91,Go to the beach with my family on a hot summer day,Organize my closet while playing a chill playlist,0.01,0.04,3.3,0.0
92,Bake cookies in the kitchen on a sunday afternoon,Have a game night with my close friends at someones house on a saturday,0.02,0.04,8.8,1.0
93,Study for finals with my classmates at the library late at night,Listen to music while journaling in my room with dim lighting,0.03,0.04,1.1,0.0
94,Play video games in my room with the window open for fresh air,Go to the beach with my family on a hot summer day,0.04,0.04,4.4,1.0
95,Watch random youtube documentaries late at night in bed,Study for finals with my classmates at the library late at night,0.05,0.04,4.4,1.0
96,Daydream while watching clouds from my balcony on a breezy evening,Go to the movies with my siblings on a rainy weekend,0.01,0.05,3.3,1.0
97,Daydream while watching clouds from my balcony on a breezy evening,Go for a hike with my best friend in the mountains during fall,0.02,0.05,1.1,1.0
98,Go to the movies with my siblings on a rainy weekend,Take a long walk in the park with my headphones on,0.03,0.05,1.1,0.0
99,Sketch random doodles in my notebook at a quiet caf,Go to the beach with my family on a hot summer day,0.04,0.05,3.3,1.0
100,Study for finals with my classmates at the library late at night,Play video games in my room with the window open for fresh air,0.05,0.05,4.4,0.0
