TrialNumber,right,left,leftmoney,rightmoney,WTP_ITI,social_left
47,Doing weekly line dancing at local bars,Sewing new clothes to wear,0.02,0.05,1.1,0.0
48,Walking around outside on campus,Talking about what is going on in our lives with my friends,0.03,0.05,4.4,1.0
49,Going to weekly trivia nights with my friends,Showering after a long hectic day,0.04,0.05,3.3,0.0
50,Watching a new show in my room at night,Going to weekly trivia nights with my friends,0.05,0.05,1.1,1.0
51,Going to weekly trivia nights with my friends,Organizing my room for a fresh start,0.01,0.01,1.1,0.0
52,Organizing my room for a fresh start,Playing basketball with my friends during the summer,0.02,0.01,3.3,1.0
53,Watching basketball games with my friends,Shopping at the mall when I need something new to wear,0.03,0.01,1.1,0.0
54,Going out to the bars with my friends on the weekend,Exercising at the gym in the morning,0.04,0.01,4.4,0.0
55,Going out to the bars with my friends on the weekend,Organizing my room for a fresh start,0.05,0.01,1.1,0.0
56,Going out to the bars with my friends on the weekend,Walking around outside on campus,0.01,0.02,8.8,0.0
57,Going out to the bars with my friends on the weekend,Learning how to do a new craft so I feel productive,0.02,0.02,4.4,0.0
58,Showering after a long hectic day,Watching basketball games with my friends,0.03,0.02,4.4,1.0
59,Playing basketball with my friends during the summer,Exercising at the gym in the morning,0.04,0.02,4.4,0.0
60,Doing weekly line dancing at local bars,Exercising at the gym in the morning,0.05,0.02,1.1,0.0
61,Shopping at the mall when I need something new to wear,Talking about what is going on in our lives with my friends,0.01,0.03,3.3,1.0
62,Browsing the internet for furniture that I need,Playing games with my dad and little sister,0.02,0.03,3.3,1.0
63,Working from home to earn money,Taking my sister to get coffee,0.03,0.03,3.3,1.0
64,Playing basketball with my friends during the summer,Working from home to earn money,0.04,0.03,1.1,0.0
65,Talking about what is going on in our lives with my friends,Showering after a long hectic day,0.05,0.03,1.1,0.0
66,Playing games with my dad and little sister,Watching a new show in my room at night,0.01,0.04,1.1,0.0
67,Watching basketball games with my friends,Organizing my room for a fresh start,0.02,0.04,8.8,0.0
68,Walking around with my mom,Learning how to do a new craft so I feel productive,0.03,0.04,4.4,0.0
69,Playing games with my dad and little sister,Working from home to earn money,0.04,0.04,1.1,0.0
70,Watching funny internet videos with my friends,Walking around outside on campus,0.05,0.04,1.1,0.0
71,Taking my sister to get coffee,Browsing the internet for furniture that I need,0.01,0.05,3.3,0.0
72,Watching funny internet videos with my friends,Exercising at the gym in the morning,0.02,0.05,8.8,0.0
73,Shopping at the mall when I need something new to wear,Going out to the bars with my friends on the weekend,0.03,0.05,3.3,1.0
74,Watching basketball games with my friends,Walking around outside on campus,0.04,0.05,4.4,0.0
75,Going to weekly trivia nights with my friends,Exercising at the gym in the morning,0.05,0.05,3.3,0.0
76,Sewing new clothes to wear,Walking around with my mom,0.01,0.01,1.1,1.0
77,Going out to the bars with my friends on the weekend,Working from home to earn money,0.02,0.01,8.8,0.0
78,Taking my sister to get coffee,Learning how to do a new craft so I feel productive,0.03,0.01,1.1,0.0
79,Shopping at the mall when I need something new to wear,Taking my sister to get coffee,0.04,0.01,1.1,1.0
80,Watching a new show in my room at night,Watching funny internet videos with my friends,0.05,0.01,4.4,1.0
81,Walking around outside on campus,Going to weekly trivia nights with my friends,0.01,0.02,3.3,1.0
82,Showering after a long hectic day,Playing basketball with my friends during the summer,0.02,0.02,4.4,1.0
83,Shopping at the mall when I need something new to wear,Doing weekly line dancing at local bars,0.03,0.02,1.1,1.0
84,Browsing the internet for furniture that I need,Talking about what is going on in our lives with my friends,0.04,0.02,3.3,1.0
85,Organizing my room for a fresh start,Taking my sister to get coffee,0.05,0.02,3.3,1.0
86,Playing games with my dad and little sister,Sewing new clothes to wear,0.01,0.03,1.1,0.0
87,Watching funny internet videos with my friends,Working from home to earn money,0.02,0.03,4.4,0.0
88,Watching funny internet videos with my friends,Learning how to do a new craft so I feel productive,0.03,0.03,1.1,0.0
89,Talking about what is going on in our lives with my friends,Watching a new show in my room at night,0.04,0.03,3.3,0.0
90,Sewing new clothes to wear,Going to weekly trivia nights with my friends,0.05,0.03,8.8,1.0
91,Watching basketball games with my friends,Sewing new clothes to wear,0.01,0.04,3.3,0.0
92,Playing games with my dad and little sister,Learning how to do a new craft so I feel productive,0.02,0.04,8.8,0.0
93,Browsing the internet for furniture that I need,Doing weekly line dancing at local bars,0.03,0.04,1.1,1.0
94,Exercising at the gym in the morning,Walking around with my mom,0.04,0.04,4.4,1.0
95,Shopping at the mall when I need something new to wear,Playing basketball with my friends during the summer,0.05,0.04,4.4,1.0
96,Exercising at the gym in the morning,Talking about what is going on in our lives with my friends,0.01,0.05,3.3,1.0
97,Shopping at the mall when I need something new to wear,Watching funny internet videos with my friends,0.02,0.05,1.1,1.0
98,Walking around with my mom,Watching a new show in my room at night,0.03,0.05,1.1,0.0
99,Watching basketball games with my friends,Exercising at the gym in the morning,0.04,0.05,3.3,0.0
100,Learning how to do a new craft so I feel productive,Doing weekly line dancing at local bars,0.05,0.05,4.4,1.0
