TrialNumber,right,left,leftmoney,rightmoney,WTP_ITI
91,participate in a fantasy league of basketball,eat with others,0.01,0.04,3.3
92,participate in a fantasy league of basketball,play with my little brothers,0.02,0.04,8.8
93,earn money,watch basketball with others,0.03,0.04,1.1
94,earn money,talk with others,0.04,0.04,4.4
95,participate in a fantasy league of football,watch basketball with others,0.05,0.04,4.4
96,watch basketball,eat with others,0.01,0.05,3.3
97,participate in a fantasy league of football,play with my little brothers,0.02,0.05,1.1
98,read online,talk with others,0.03,0.05,1.1
99,practice basketball,eat with others,0.04,0.05,3.3
100,play video games by myself,wrestle with others,0.05,0.05,4.4
